Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Principles Of Programming,90485,CSC,212,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Park Hall 315,Park Hall ,315,Fall2017,Lecture,Bastian   Tenbergen,30
Principles Of Programming,91282,CSC,212,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Mohammad   Mohammadi,30
Principles Of Programming Lab,91131,CSC,212,3,Undergraduate ,3,,1:50 pm - 2:45 pm,W,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Mohammad   Mohammadi,30
Principles Of Programming-LAB,91370,CSC,212,4,Undergraduate ,3,,3:00 pm - 3:55 pm,W,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Douglas   Lea,30
Principles Of Programming-Lab,90490,CSC,212,5,Undergraduate ,3,,4:10 pm - 5:05 pm,W,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Daniel Ray  Schlegel,30
Principles Of Programming Lab,91126,CSC,212,6,Undergraduate ,3,,8:00 am - 8:55 am,R,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,David   Vampola,30
Principles Of Programming-Lab,90487,CSC,212,7,Undergraduate ,3,,2:20 pm - 3:15 pm,R,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Bastian   Tenbergen,30
Principles Of Programming-Lab,90489,CSC,212,1,Undergraduate ,3,,11:10 am - 12:05 pm,R,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Aleksandar V  Pantaleev,30
Principles Of Programming-Lab,90493,CSC,212,2,Undergraduate ,3,,12:45 pm - 1:40 pm,R,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Daniel Ray  Schlegel,30
Principles Of Programming-Lab,90702,CSC,212,3,Undergraduate ,3,,9:35 am - 10:30 am,R,Shineman Center 446,Shineman Center ,446,Fall2017,Laboratory,Daniel Ray  Schlegel,30
Foundation Of Computer Science,90494,CSC,221,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Ioana   Coman,30
Foundation Of Computer Science,91942,CSC,221,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,Ioana   Coman,30
Computer Orgnztn & Programming,93068,CSC,222,6,Undergraduate ,3,,2:20 pm - 5:05 pm,TR,Shineman Center 406,Shineman Center ,406,Fall2017,Lecture,Jonathan   Shaver,30
Abstract Data Types&Prog Meth,90496,CSC,241,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Craig   Graci,30
Abstract Data Types&Prog Meth,91756,CSC,241,1,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,Daniel Ray  Schlegel,30
Systems Programming,91132,CSC,322,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,Jae Woong   Lee,30
Programming Languages,93723,CSC,344,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,Daniel Ray  Schlegel,30
Data Structures & File Process,91134,CSC,365,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 221,Rich Hall ,221,Fall2017,Lecture,Douglas   Lea,30
Computational Models Cog Proce,93712,CSC,366,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Craig   Graci,30
Parallel Computing,91939,CSC,375,6,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Douglas   Lea,30
Software Engineering,93722,CSC,380,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 170,Shineman Center ,170,Fall2017,Lecture,Bastian   Tenbergen,30
Software Quality,91728,CSC,385,1,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Shineman Center 183,Shineman Center ,183,Fall2017,Lecture,Bastian   Tenbergen,30
Teaching Computing,90502,CSC,390,2,Undergraduate ,3,,3:00 pm - 5:40 pm,F,Shineman Center 448,Shineman Center ,448,Fall2017,Lecture,James   Patridge,30
System Simulation,93714,CSC,454,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Aleksandar V  Pantaleev,30
Computer Graphics,93716,CSC,470,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Aleksandar V  Pantaleev,30
First-Year Practicum-LC,93784,CSS,111,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Seminar,Bennet   Schaber,30
Intro to Cinema Production,91410,CSS,235,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Jacob A  Dodd,30
Intermediate Cinema Production,91115,CSS,335,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Joshua   Adams,30
Motion Picture Editing,93790,CSS,337,1,Undergraduate ,3,,3:00 pm - 6:00 pm,W,Mahar Hall 6,Mahar Hall ,6,Fall2017,Studio,Jacob A  Dodd,30
StuNationCin:N. Africa Global,93746,CSS,360,2,Undergraduate ,3,,3:00 pm - 4:20 pm,W,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Bennet   Schaber,30
ST:Documentary Traditions,92946,CSS,395,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 223,Marano Campus Center ,223,Fall2017,Lecture,Amy   Shore,30
Motion Picture Directing,93789,CSS,435,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 101,Lanigan Hall ,101,Fall2017,Seminar,Joshua   Adams,30
Begin Modern Dance Technique,93697,DNC,112,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lee Hall 300,Lee Hall ,300,Fall2017,Studio,Cheryl   Wilkins-Mitchell,30
Beginning Ballet Technique,93692,DNC,118,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lee Hall 300,Lee Hall ,300,Fall2017,Lecture,Ligia R  Pinheiro,30
Intermed. Jazz Dance Technique,93698,DNC,216,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lee Hall 300,Lee Hall ,300,Fall2017,Lecture,Cheryl   Wilkins-Mitchell,30
Superintendent Dev: Part C,90592,EAD,693,1,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Seminar,Douglas   Hamlin,30
Superintendent Dev: Part C,91067,EAD,693,2,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Seminar,TBA,30
Internship-Build/District Lead,90593,EAD,695,3,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Richard   Cavallaro,30
Internship-Build/District Lead,90594,EAD,695,4,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Linda Rae  Markert,30
Internship-Build/District Lead,90595,EAD,695,5,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Terry Lee  Ward,30
Internship-Build/District Lead,90596,EAD,695,6,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Lynne   Erdle,30
Internship-Build/District Lead,90597,EAD,695,7,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Cathleen J  Chamberlain,30
Internship-Build/District Lead,91763,EAD,695,1,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Tamara   Lipke,30
Introduction to Engineering,92156,ECE,101,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 172,Shineman Center ,172,Fall2017,Lecture,Ildar   Sabirianov,30
Introduction to Engineering,91857,ECE,101,3,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 404,Shineman Center ,404,Fall2017,Lecture,Paul   Bakke,30
Electric Circuits,91127,ECE,211,4,Undergraduate ,3,,9:10 am - 11:00 am,MWF,Shineman Center 404,Shineman Center ,404,Fall2017,Lecture,Adrian   Ieta,30
Signals and Systems,93515,ECE,233,5,Undergraduate ,3,,12:40 pm - 2:30 pm,MWF,Shineman Center 408,Shineman Center ,408,Fall2017,Laboratory,Mario   Bkassiny,30
Digital Systems,91130,ECE,271,6,Undergraduate ,3,,11:10 am - 1:55 pm,TR,Shineman Center 404,Shineman Center ,404,Fall2017,Lecture,Paul   Bakke,30
Digital Systems,92203,ECE,271,7,Undergraduate ,3,,2:20 pm - 5:05 pm,TR,Shineman Center 406,Shineman Center ,406,Fall2017,Lecture,Jonathan   Shaver,30
Microelectronic Circuits,93516,ECE,314,,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 404,Shineman Center ,404,Fall2017,Studio,Adrian   Ieta,30
Microelectronic Circuits,93520,ECE,314,1,Undergraduate ,3,,2:20 pm - 5:05 pm,T,Shineman Center 404,Shineman Center ,404,Fall2017,Laboratory,Adrian   Ieta,30
Electromagnetics,91992,ECE,344,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 436,Shineman Center ,436,Fall2017,Lecture,Sungeun   Kim,30
Control Systems,91672,ECE,365,3,Undergraduate ,3,,12:40 pm - 2:30 pm,MWF,Shineman Center 404,Shineman Center ,404,Fall2017,Studio,Hui   Zhang,30
Microprocessor Applications,93141,ECE,375,4,Undergraduate ,3,,11:10 am - 1:55 pm,TR,Shineman Center 406,Shineman Center ,406,Fall2017,Studio,Rachid   Manseur,30
ECE Seminar,92138,ECE,401,5,Undergraduate ,3,,2:20 pm - 5:05 pm,R,Shineman Center 176,Shineman Center ,176,Fall2017,Seminar,Sungeun   Kim,30
Power Electronics,93749,ECE,421,6,Undergraduate ,3,,3:00 pm - 4:50 pm,MWF,Shineman Center 404,Shineman Center ,404,Fall2017,Studio,Hui   Zhang,30
Communications Systems,91986,ECE,454,7,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 408,Shineman Center ,408,Fall2017,Studio,Mario   Bkassiny,30
Communications Systems Lab,91987,ECE,454,1,Undergraduate ,3,,2:20 pm - 5:05 pm,T,Shineman Center 408,Shineman Center ,408,Fall2017,Laboratory,Mario   Bkassiny,30
Capstone Design Proposal,91993,ECE,491,2,Undergraduate ,3,,8:00 am - 8:55 am,R,Shineman Center 408,Shineman Center ,408,Fall2017,Lecture,Rachid   Manseur,30
Principles of Microeconomics,90201,ECO,101,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 101,Lanigan Hall ,101,Fall2017,Lecture,John   Kane,30
Principles of Microeconomics,91530,ECO,101,4,Undergraduate ,3,,8:00 am - 9:20 am,TR,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Glenn   Graham,30
Principles of Microeconomics,91596,ECO,101,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Glenn   Graham,30
Principles of Microeconomics,91555,ECO,101,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Mihai   Paraschiv,30
Principles of Microeconomics,91905,ECO,101,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 201,Mahar Hall ,201,Fall2017,Lecture,Mihai   Paraschiv,30
Principles of Microeconomics,90202,ECO,101,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,John   Kane,30
Prin of Macroeconomics,91141,ECO,200,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 201,Mahar Hall ,201,Fall2017,Lecture,Mohammad Iqbal   Ahmed,30
Prin of Macroeconomics,90203,ECO,200,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 202,Mahar Hall ,202,Fall2017,Lecture,Craig   Benedict,30
Prin of Macroeconomics,92803,ECO,200,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Lanigan Hall 106,Lanigan Hall ,106,Fall2017,Lecture,Mohammad Iqbal   Ahmed,30
Prin of Macroeconomics,91360,ECO,200,5,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Craig   Benedict,30
Prin of Macroeconomics,91362,ECO,200,6,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Mahar Hall 217,Mahar Hall ,217,Fall2017,Lecture,Mohammad Iqbal   Ahmed,30
Intermediate Macro Theory,91361,ECO,300,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Elizabeth A  Schmitt,30
Intermediate Micro Theory,90204,ECO,301,1,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Mahar Hall 122,Mahar Hall ,122,Fall2017,Lecture,Said   Atri,30
Managerial Economics,90205,ECO,302,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Said   Atri,30
Am Economic Hist before 1900,90206,ECO,326,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 108,Mahar Hall ,108,Fall2017,Lecture,Ranjit   Dighe,30
Economic Development,90734,ECO,330,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 202,Mahar Hall ,202,Fall2017,Lecture,David R  Andrews,30
Economic Development,92802,ECO,330,5,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 202,Mahar Hall ,202,Fall2017,Lecture,David R  Andrews,30
Money And Banking,90207,ECO,340,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 108,Mahar Hall ,108,Fall2017,Lecture,Ranjit   Dighe,30
Money And Banking,91140,ECO,340,7,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Elizabeth A  Schmitt,30
Money And Banking,91139,ECO,340,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 108,Mahar Hall ,108,Fall2017,Lecture,Ranjit   Dighe,30
Money And Banking,91904,ECO,340,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Lanigan Hall 102,Lanigan Hall ,102,Fall2017,Lecture,Craig   Benedict,30
Money And Banking,90208,ECO,340,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Elizabeth A  Schmitt,30
International Trade,91454,ECO,344,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 201,Mahar Hall ,201,Fall2017,Lecture,Mihai   Paraschiv,30
Economics of Education,93767,ECO,349,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 208,Mahar Hall ,208,Fall2017,Lecture,Lyudmyla   Ardan,30
Intro to Labor Economics,90209,ECO,350,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Lyudmyla   Ardan,30
Intro to Labor Economics,91597,ECO,350,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2017,Lecture,Lyudmyla   Ardan,30
Strat CollegeLevelLearners,90555,EDU,101,1,Undergraduate ,3,,8:00 am - 8:55 am,W,Marano Campus Center 223,Marano Campus Center ,223,Fall2017,Lecture,Valerie Ann  Ledford,30
Strat CollegeLevelLearners,90556,EDU,101,2,Undergraduate ,3,,9:10 am - 10:05 am,M,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Lakeisha   Armstrong,30
Strat CollegeLevelLearners,90557,EDU,101,3,Undergraduate ,3,,9:10 am - 10:05 am,W,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Grace Ann  Maxon-Clarke,30
Strat CollegeLevelLearners,90558,EDU,101,4,Undergraduate ,3,,9:10 am - 10:05 am,F,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Travell   Scales,30
Comparative & International ED,93863,EDU,114,5,Undergraduate ,3,,4:30 pm - 7:30 pm,M,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Corie Anne  Kohlbach,30
Comparative & International ED,92669,EDU,114,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Namrata   Sharma,30
Comparative & International ED,93101,EDU,114,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Namrata   Sharma,30
HIS of EDU in US since 1865,91236,EDU,210,1,Undergraduate ,3,,4:30 pm - 7:30 pm,R,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Bryon Kieth  Wilcox,30
HIS of EDU in US since 1865,93864,EDU,210,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Hewitt Union 228B,Hewitt Union ,228B,Fall2017,Lecture,James C  Tschudy,30
HIS of EDU in US since 1865,91239,EDU,210,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Hewitt Union 228B,Hewitt Union ,228B,Fall2017,Lecture,James C  Tschudy,30
HIS of EDU in US since 1865,92093,EDU,210,4,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Bryon Kieth  Wilcox,30
HIS of EDU in US since 1865,90968,EDU,210,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Sheldon Hall 328,Sheldon Hall ,328,Fall2017,Lecture,Joseph L.  Caruana,30
Elected Field Experience,90135,EDU,300,6,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Activity,Sandra L  Kyle,30
Elected Field Experience,90136,EDU,300,7,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Activity,Sandra L  Kyle,30
Elected Field Experience,90137,EDU,300,1,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Activity,Sandra L  Kyle,30
"School,Pedagogy&Social Justice",90138,EDU,301,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Bonita   Hampton,30
"School,Pedagogy&Social Justice",90139,EDU,301,3,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Sheldon Hall 332,Sheldon Hall ,332,Fall2017,Lecture,Theresa   Parry-Bick,30
"School,Pedagogy&Social Justice",90877,EDU,301,4,Undergraduate ,3,,4:30 pm - 7:30 pm,M,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Bonita   Hampton,30
"School,Pedagogy&Social Justice",90141,EDU,301,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Bonita   Hampton,30
"School,Pedagogy&Social Justice",90142,EDU,301,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Bonita   Hampton,30
Field Placement I,90143,EDU,303,7,Undergraduate ,3,,11:00 am - 3:00 pm,R,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90144,EDU,303,1,Undergraduate ,3,,8:00 am - 12:00 pm,M,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90145,EDU,303,2,Undergraduate ,3,,8:00 am - 12:00 pm,T,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90146,EDU,303,3,Undergraduate ,3,,11:00 am - 3:00 pm,T,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90147,EDU,303,4,Undergraduate ,3,,8:00 am - 12:00 pm,W,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90148,EDU,303,5,Undergraduate ,3,,8:00 am - 12:00 pm,R,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90901,EDU,303,6,Undergraduate ,3,,8:00 am - 12:00 pm,F,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Field Placement I,90149,EDU,303,7,Undergraduate ,3,,11:00 am - 3:00 pm,M,Off Campus ,Off Campus ,,Fall2017,Activity,David Paul  Parisian,30
Culturally Relevant Teaching,90151,EDU,380,1,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Off Campus ,Off Campus ,,Fall2017,Lecture,Alfred   Frederick,30
Culturally Relevant Teaching,90150,EDU,380,2,Undergraduate ,3,,11:10 am - 12:30 pm,MW,Sheldon Hall 332,Sheldon Hall ,332,Fall2017,Lecture,Alfred   Frederick,30
Culturally Relevant Teaching,91818,EDU,380,3,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Sonata 118,Sonata ,118,Fall2017,Lecture,Anne   Fairbrother,30
Culturally Relevant Teaching,90152,EDU,380,4,Undergraduate ,3,,12:45 pm - 2:05 pm,MW,Sheldon Hall 332,Sheldon Hall ,332,Fall2017,Lecture,Alfred   Frederick,30
Culturally Relevant Teaching,90755,EDU,380,5,Undergraduate ,3,,8:45 am - 10:05 am,MW,Sheldon Hall 332,Sheldon Hall ,332,Fall2017,Lecture,Alfred   Frederick,30
Teach Eng Lang Learn,91610,EDU,383,6,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Park Hall 313,Park Hall ,313,Fall2017,Lecture,Anne   Fairbrother,30
Professionalism&Social Justice,90153,EDU,430,7,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Recitation or Discussion,David Paul  Parisian,30
Critical Pedagogy,93733,EDU,500,1,Graduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 326,Sheldon Hall ,326,Fall2017,Lecture,Tania   Ramalho,30
Critical Pedagogy,92086,EDU,500,2,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Tania   Ramalho,30
Tech for Professional Developm,92097,EDU,506,3,Graduate ,3,,4:30 pm - 7:30 pm,W,Sonata 104,Sonata ,104,Fall2017,Recitation or Discussion,Harrison   Yang,30
Educational Assessment,92070,EDU,510,4,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jean E  Hallagan,30
Cont Pro Develop thro Research,92073,EDU,516,5,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Dolores   Grayson,30
Professionalism&Social Justice,93226,EDU,530,6,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Lecture,David Paul  Parisian,30
Curriculum Development,92084,EDU,555,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Tania   Ramalho,30
TeachENG Lang Learn Across Cur,93309,EDU,583,1,Graduate ,3,,4:30 pm - 7:30 pm,M,Sonata 105,Sonata ,105,Fall2017,Lecture,Anne   Fairbrother,30
Composition I,91121,ENG,101,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Steven M  Smith,30
Composition I,90157,ENG,101,3,Undergraduate ,3,,8:00 am - 9:20 am,TR,Marano Campus Center 223,Marano Campus Center ,223,Fall2017,Lecture,Melissa Ruth  Webb,30
Composition I,90158,ENG,101,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Anthony J  Caputa,30
Composition I,90161,ENG,101,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 313,Park Hall ,313,Fall2017,Lecture,Devon   Moore,30
Composition I,90159,ENG,101,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Sheldon Hall 328,Sheldon Hall ,328,Fall2017,Lecture,Anthony J  Caputa,30
Composition I-International,91832,ENG,101,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Sheldon Hall 326,Sheldon Hall ,326,Fall2017,Lecture,Gurdeep   Skolnik,30
Composition I,92340,ENG,101,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Park Hall 313,Park Hall ,313,Fall2017,Lecture,Devon   Moore,30
Composition II,93288,ENG,102,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Linda M.  Black-Ochsenbein,30
Composition II,91406,ENG,102,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,William T.  Brangan,30
Composition II,91730,ENG,102,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 323,Rich Hall ,323,Fall2017,Lecture,Matthew K  Grzecki,30
Composition II,92343,ENG,102,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Thomas   Bertonneau,30
Composition II,91735,ENG,102,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 220,Rich Hall ,220,Fall2017,Lecture,Matthew K  Grzecki,30
Composition II,92376,ENG,102,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Linda M.  Black-Ochsenbein,30
Composition II,91738,ENG,102,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 214,Mahar Hall ,214,Fall2017,Lecture,Jeremy Charles  Magnan,30
Composition II,91417,ENG,102,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Karol   Cooper,30
Composition II,93266,ENG,102,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Park Hall 304,Park Hall ,304,Fall2017,Lecture,Diane Marie  Zeller,30
Composition II,91418,ENG,102,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 258,Marano Campus Center ,258,Fall2017,Lecture,Amanda Rae  Trainham,30
Composition II,91423,ENG,102,5,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Park Hall 314,Park Hall ,314,Fall2017,Lecture,Katherine B  Stout,30
Composition II,91419,ENG,102,6,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Kenneth S  Nichols,30
Composition II,91421,ENG,102,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Michael   Murphy,30
Composition II,91422,ENG,102,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Park Hall 211,Park Hall ,211,Fall2017,Lecture,Timothy W  McCoy,30
Composition II,91413,ENG,102,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Stephanie Sue  Pritchard,30
Composition II,91432,ENG,102,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Jean   Troy-Smith,30
